all lines with 'Paris'...:
Tag	Token	Sentence
PRS-B	Parisiaca	Resedente_0 vero_0 Fredegunde_PRS-B regina_0 in_0 aeclesia_0 Parisiaca_PRS-B ,_0 Leonardus_PRS-B ex_0 domestico_0 ,_0 qui_0 tunc_0 ab_0 urbe_0 Tholosa_GEO-B ad_0 venerat_0 ,_0 ingressus_0 ad_0 eam_0 ,_0 causas_0 contumiliae_0 iniuriasque_0 filiae_0 eius_0 narrare_0 coepit_0 ,_0 dicens_0 ,_0 quia_0 <COLON>_0 '_0 Iuxta_PRS-B imperium_0 tuum_0 accessi_0 cum_0 regina_0 Rigunthe_PRS-B ac_0 vidi_0 humilitatem_0 eius_0 ,_0 vel_0 qualiter_0 expoliata_0 est_0 a_0 thesauris_0 et_0 omnibus_0 rebus_0 ;_0
PRS-B	Parisiacam	Post_0 reditum_0 vero_0 suum_0 ad_0 urbem_0 Parisiacam_PRS-B advenit_0 ac_0 se_0 Gunthchramno_PRS-B regi_0 repraesentavit_0 ,_0 exorans_0 ,_0 ut_0 causam_0 suam_0 diligenter_0 inquireret_0 ._0
GEO-B	Parisiacam	Commorante_0 vero_0 rege_0 apud_0 urbem_0 Parisiacam_GEO-B ,_0 venit_0 quidam_0 pauper_0 ,_0 dicens_0 <COLON>_0 '_0 Audi_GRP-B ,_0 rex_0 ,_0 verba_0 oris_0 mei._0 Noveris_0 enim_0 ,_0 quia_0 Faraulfus_PRS-B ,_0 cobicularius_0 quondam_0 fratris_0 tui_0 ,_0 quaerit_0 te_0 interficere_0 ._0
GRP-B	Parisius	et_0 usque_0 Parisius_GRP-B velociter_0 accedam_0 et_0 ibi_0 sedem_0 regni_0 statuam_0 '_0 ._0
PRS-B	Parisius	Ille_0 vero_0 ,_0 ut_0 erat_0 vanitate_0 adque_0 avaritiae_0 deditus_0 ,_0 velociter_0 Parisius_PRS-B advolavit_0 ._0
PRS-B	Parisius	Invitatus_0 enim_0 Parisius_PRS-B veniebat_0 ,_0 ut_0 Chilperici_PRS-B filium_0 ,_0 quem_0 iam_0 Chlothacharium_PRS-B vocitabant_0 ,_0 a_0 sacro_0 regenerationes_0 fonte_0 deberet_0 excipere_0 ._0
GRP-B	Parisius	Post_0 haec_0 rex_0 Parisius_GRP-B venit_0 et_0 coram_0 omnibus_0 loqui_0 coepit_0 ,_0 dicens_0 <COLON>_0 '_0 Germanus_PRS-B meus_0 Chilpericus_PRS-B moriens_0 dicitur_0 filium_0 reliquisse_0 ,_0 cuius_0 nutritores_0 ,_0 matre_0 depraecante_0 ,_0 petierunt_0 ,_0 ut_0 eum_0 de_0 sancto_0 lavacro_0 in_0 dominici_0 natalis_0 solemnitate_0 deberem_0 excipere_0 ,_0 et_0 non_0 venerunt_0 ._0
GEO-B	Parisiacae	De_0 incendio_0 urbis_0 Parisiacae_GEO-B ._0
PRS-B	Parisiacam	Extetit_0 igitur_0 in_0 his_0 diebus_0 apud_0 urbem_0 Parisiacam_PRS-B mulier_0 ,_0 quae_0 dicerit_0 incolis_0 <COLON>_0 '_0 Fugite_PRS-B ,_0 o_0 !_0
PRS-I	Parisiacus	In_0 cuius_0 loco_0 Berthramnus_PRS-B Parisiacus_PRS-I archidiaconus_0 subrogatus_0 est._0 Qui_0 multis_0 altercationibus_0 cum_0 relicta_0 illius_0 defuncti_0 habuisse_0 probatur_0 ,_0 eo_0 quod_0 res_0 ,_0 quae_0 tempore_0 Badegyseli_PRS-B episcopi_0 aeclesiae_0 datae_0 fuerant_0 ,_0 tamquam_0 proprias_0 retenebat_0 ,_0 dicens_0 <COLON>_0 '_0 Militia_0 haec_0 fuit_0 viri_0 mei_0 '_0 ._0
GEO-B	Pariseus	Qui_0 usque_0 Pariseus_GEO-B accessit_0 ._0
GEO-B	Parisiacae	ablataque_0 ei_0 cruce_0 ,_0 iussit_0 eum_0 a_0 termino_0 Parisiacae_GEO-B urbis_0 excludi_0 ._0
PRS-B	Parisius	His_0 diebus_0 Parisius_PRS-B adveneram_0 et_0 ad_0 basilicam_0 beati_0 Iuliam_GEO-B marthyris_0 metatum_0 habebam_0 ._0
GEO-B	Parisiacam	Convenientibus_0 autem_0 episcopis_0 apud_0 urbem_0 Parisiacam_GEO-B ,_0 dum_0 haec_0 in_0 convivio_0 narravimus_0 ,_0 ipsum_0 pro_0 castigationis_0 gratia_0 adesse_0 praecipimus_0 ._0
PRS-B	Parisius	Guntchramnus_PRS-B vero_0 Baddonem_PRS-B ,_0 quem_0 pro_0 crimine_0 maiestates_0 superius_0 vinctum_0 diximus_0 ,_0 in_0 praesentia_0 sua_0 venire_0 iussit_0 ,_0 et_0 transmissum_0 usque_0 Parisius_PRS-B ,_0 ait_0 <COLON>_0 '_0 Si_0 eum_0 cum_0 idoneis_0 hominibus_0 Fredegundis_0 ab_0 hac_0 actione_0 ,_0 qua_0 inpetitur_0 ,_0 inmunem_0 fecerit_0 ,_0 abscedat_0 liber_0 et_0 quo_0 voluerit_0 eat_0 '_0 ._0
PRS-B	Parisius	Sed_0 veniens_0 Parisius_PRS-B ,_0 nullus_0 de_0 parte_0 memoratae_0 mulieris_0 adfuit_0 ,_0 qui_0 eum_0 idoneum_0 reddere_0 possit_0 ._0
PRS-B	Parisiacam	De_0 qua_0 profectus_0 valde_0 exinanitus_0 ,_0 cum_0 ad_0 urbem_0 Parisiacam_PRS-B cum_0 filio_0 uxoris_0 suae_0 venisset_0 ,_0 apud_0 villam_0 Rigoialinsim_PRS-B ,_0 facto_0 testamento_0 ,_0 defunctus_0 est._0 Puer_PRS-B vero_0 ,_0 qui_0 et_0 ipse_0 ab_0 hoc_0 langore_0 tenebatur_0 ,_0 obiit_0 ;_0
GRP-B	Parisius	Similiter_0 ,_0 quia_0 domnus_0 Gunthchramnus_PRS-B iuxta_0 pactionem_0 ,_0 quam_0 cum_0 bonae_0 memoriae_0 domno_0 Sigybertho_PRS-B inierat_0 ,_0 integram_0 portionem_0 ,_0 quae_0 de_0 rigno_0 Chariberthi_PRS-B ille_0 fuerat_0 consecutus_0 ,_0 sibi_0 diceret_0 in_0 integrum_0 redebere_0 et_0 pars_0 domni_0 Childeberthi_PRS-B ea_0 quae_0 pater_0 suus_0 possiderat_0 ad_0 se_0 vellit_0 ex_0 omnibus_0 revocare_0 ,_0 id_0 inter_0 ipsus_0 constat_0 fixa_0 deliberatione_0 finitum_0 ,_0 ut_0 illam_0 tertiam_0 portionem_0 de_0 Parisius_GRP-B civitatem_0 cum_0 terminibus_0 et_0 populo_0 suo_0 ,_0 quae_0 ad_0 domnum_0 Sigyberthum_PRS-B de_0 regno_0 Chariberthi_PRS-B conscripta_0 pactione_0 pervenerat_0 ,_0 cum_0 castellis_0 Duno_PRS-B vel_0 Vindocino_PRS-B et_0 quicquid_0 de_0 pago_0 Stampinse_PRS-B vel_0 Carnotino_PRS-B in_0 pervio_0 illo_0 antefatus_0 rex_0 cum_0 terminibus_0 et_0 populo_0 suo_0 perciperat_0 ,_0 in_0 iure_0 et_0 dominatione_0 domni_0 Gunthchramni_PRS-B cum_0 id_0 ,_0 quod_0 superstite_0 domno_0 Sigybertho_PRS-B de_0 regnodus_0 Chariberthi_GEO-B antea_0 tenuit_0 ,_0 debeant_0 perpetualiter_0 permanere_0 ._0
PRS-B	Parisius	Ebregysilus_0 vero_0 Parisius_PRS-B accedens_0 cum_0 his_0 speciebus_0 ,_0 ab_0 Ebrecharium_PRS-B duce_0 conprehensus_0 ,_0 ad_0 Gunthchramnum_PRS-B deducitur_0 ._0
GRP-B	Parisius	quae_0 res_0 suspicionem_0 fecerat_0 Gunthchramno_PRS-B rege_0 ,_0 dicente_0 eo_0 ,_0 quia_0 <COLON>_0 '_0 In_0 hoc_0 filium_0 suum_0 nepus_0 meus_0 Sessonas_PRS-B dirigit_0 ,_0 ut_0 Parisius_GRP-B ingredi_0 faciat_0 regnumque_0 meum_0 auferre_0 cupiat_0 '_0 ._0
